-15.0328
 -13.0106
 -11.0239
 -9.0100
 -7.0086
 -5.0255
 -2.9946
 -1.0276
 14.9526
 13.0140
 10.9756
 8.9960
 6.9945
 4.9758
 3.0160
 0.9775
