16.36,16.76,16.69,15.42,14.74,16.8,15.79,15.11,15.37,14.08,12.79,14.01,16.05,13.64,15.35,10.12
2.444,2.481,2.487,2.13,1.971,2.499,2.214,2.027,2.087,1.895,1.755,1.895,2.283,1.848,2.038,1.458
1.495,1.824,1.718,1.683,2.323,1.786,1.873,1.893,2.027,2.239,2.231,2.79,1.768,2.5,2.439,2.301
9.9,6.127,8.334,5.981,7.463,6.381,7.541,5.444,6.187,5.159,6.661,4.385,6.956,4.576,6.746,5.183
0.0965,0.09344,0.09577,0.08748,0.08422,0.08441,0.08319,0.07361,0.07691,0.07851,0.08972,0.07667,0.09179,0.0825,0.08338,0.0747
-1.337,-1.324,-1.268,-1.063,-1.074,-1.162,-1.186,-0.9079,-1.16,-1.176,-1.261,-0.9781,-1.264,-1.302,-1.185,-0.9369
15.13,11.87,13.66,9.917,12.3,11.35,13.23,9.079,12.02,11.08,12.59,8.793,12.72,11.38,12.21,9.083
